INCIDENT,I DESCRIPTION,CLASSIFICATION,DAY,MONTH,YEAR,Full date,TIME_OF_INCIDENT,HOUR RANGE,SUBURB,TOWN,VEHICLES__total,WHAT_WAS_BURNING,DESCRIPTION,ACTIONS_OF,EQUIPMENT_,FPA_SUSPEC,DETAILS_OF,PUMPING_TI,DISTRICT,STATIONS,SUBURB_GEO,PRED_DWELL,AMHHI,PRED_LSMGR,PRED_TENURE,PRED_LANGUAGE,PRED_RACE,PRED_AGE,PRED_MARITAL STATUS,PRED_EDUCATION,POPULATION,SUBURB_AREA,STREET,LONGITUDE,LATITUDE
Residential,Formal,"Fire, manually extinguished",17,August,2013,08/17/2013 12:00:00 AM,0:18,0:00 - 0:30,Khayelitsha,Tygerberg,00:39|00:31|00:33|00:23,Bed Bedding And Personal Effects,Average Structural Fire,Extinguished Fire With One Fog Jet From E18 Backed Up From W22,1 Ppv(12min) 1 Hose Reel,Other,Someone Dropping A Light Igniting Bedding3,0:17,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Christmas Tinto Street,18.650269999999999,-34.032004999999998
Residential,Informal,"Fire, manually extinguished",28,September,2013,09/28/2013 12:00:00 AM,0:18,0:00 - 0:30,Mfuleni,Tygerberg,00:21|00:14|00:23|00:11,"Bed, Bedding And Personal Effects Etc.",Minor Structural Fire,Nil.,,Other,Possible Heating/ Ignition Source Igniting Combustible Material Inside The Structure.,,East,"Mfuleni, Kuilsrivier",Mfuleni SP,BrHse_SepStand,3007,LSM 04,Occupied,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,55174,1346000,Noshipho Street,18.678387000000001,-34.000667999999997
Institutional,Educational Institution,"Fire, manually extinguished",19,November,2013,11/19/2013 12:00:00 AM,0:18,0:00 - 0:30,Westlake Estate,Westlake,02:48|02:50|02:58|00:51,Ceiling And Roofing Timbers,Average Structural Fire,Brigade Extinguished Fire Using 3 Jets From E17,"3 X 65mm, 3 X 45mm Hose, 4 X Ba Sets For 30min And Ppv 45 Min",Electrical Faults,Electrical Wiring Short Circuiting Overheating And Igniting Roofing Timbers.,1:00,West,"Lakeside, Wynberg, Ottery",Westlake 1,BrHse_SepStand,18579,LSM 10,Rented,English,Black African,Age 25 - 29,Unmarried,Secondary,6810,202000,Westlake Drive,18.442740000000001,-34.078431000000002
Residential,Informal,"Fire, manually extinguished",22,November,2013,11/22/2013 12:00:00 AM,0:18,0:00 - 0:30,Electric City,Cape Town,00:50|00:20|00:19|00:49|00:35,Persona Effects As Well As Chicken That Was Kept In The Structure,Minor Structural Fire,Used One Jet From E03a(3000l) Backed Up By W10(1000l) To Extinguish The Fire And Make The Area Safe,1 X Hosereel,Undetermined,Undetermind,,East,Mfuleni,Blue Downs SP2,Informal,841,LSM 01,Occupied,NA,Coloured,Age 25 - 29,Unmarried,NA,186,622000,Old Faure Road,18.707158,-34.018600999999997
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",24,November,2013,11/24/2013 12:00:00 AM,0:18,0:00 - 0:30,Eersterivier,Tygerberg,0:23,,False Alarm,Nil,,,False Alarm With Good Intent Due To The Fire Burning Itself Out Before The Arrival Of The Brigade And Unable To Locate Site.,,East,Mfuleni,De Wijnlanden,BrHse_SepStand,48274,LSM 14,Rented,Afrikaans,White,Age 25 - 29,Married,Tertiary Plus,686,0.74,Andrew,18.740114999999999,-34.007533000000002
Other,Rubbish/Grass/Bush,"False Alarm, Malicious",17,December,2013,12/17/2013 12:00:00 AM,0:18,0:00 - 0:30,Bonteheuwel,Cape Town,00:09|00:25,,,,,N/a,False Alarm Malicious,,North,Epping,Bonteheuwel,Semi-detached,5783,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,48515,355000,Camellia Street,18.553951000000001,-33.945425999999998
Transport,Car/Motorcycle,"Fire, manually extinguished",4,March,2014,03/04/2014 12:00:00 AM,0:18,0:00 - 0:30,Croydon Vineyard Estate,Macassar,0:40,Upholstery Etc,Vehicle Fire,Extinguished With Two Fog Jets From E23a Motor Pump,Two Hose Reel,Electrical Faults,Sparks From Short Circuit In Electrical Wiring Igniting Insulation,0:10,East,Macassar,Croydon,BrHse_SepStand,22796,LSM 12,Owned Not Paid Off,Afrikaans,Coloured,Age 40 - 44,Unmarried,Secondary,917,179000,Kramat Road,18.755448000000001,-34.034435999999999
Other,Miscellaneous,"Special Service, False Good Intent",19,March,2014,03/19/2014 12:00:00 AM,0:18,0:00 - 0:30,Hout Bay,South Peninsula,0:30,,False Alarm,False Alarm With Good Intent,,N/a,,,West,Hout Bay,Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Molokwana Street,18.351351000000001,-34.033861999999999
Miscellaneous,Auto Alarm,Special Service,5,August,2014,08/05/2014 12:00:00 AM,0:18,0:00 - 0:30,Central,Cape Town,1:10,,Miscellaneous,Reset Alarm,,Electrical Faults,Electrical Fault,,West,Roeland Street,Cape Town CBD,Flats,26927,LSM 12,Rented,NA,Black African,Age 25 - 29,Unmarried,NA,5807,258000,62 Queen Victoria Street,18.423586,-33.922170999999999
Residential,Formal,"Fire, manually extinguished",25,September,2014,09/25/2014 12:00:00 AM,0:18,0:00 - 0:30,Zeekoeivlei,South Peninsula,01:28|01:29|00:59|00:50,"Bed, Bedding And Personal Effects",Average Structural Fire,Extinguished With 2 Jets,"3 X 65, 1 X 45 M.M Hose And 2 X Akron Brances",Undetermined,Undetermined Pending Saps Investigation As It Was Reported That The Place Was Petrol Bombed,1:00,West,"Ottery, Wynberg",Zeekoei Vlei,BrHse_SepStand,36181,LSM 14,Owned Not Paid Off,English,White,Age 45 - 49,Married,Secondary,445,255000,Fisherman's Walk,18.501284999999999,-34.069353
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",23,November,2014,11/23/2014 12:00:00 AM,0:18,0:00 - 0:30,Lotus River,South Peninsula,0:25,,,Nil,Nil,N/a,False Alarm With Good Intent Due To An Unauthorized Control Fire Being Mistaken For Vegetation Alight.,,West,Wynberg,Lotus River,BrHse_SepStand,9775,LSM 07,Rented,English,Coloured,Age 0 - 4,Unmarried,Secondary,40258,501000,Klip Road,18.512253000000001,-34.034049000000003
Transport,Car/Motorcycle,"False Alarm, Good Intent",12,December,2014,12/12/2014 12:00:00 AM,0:18,0:00 - 0:30,Lotus River,South Peninsula,0:12,,False Alarm,,,N/a,False Alarm With Good Intent Due To Broken Down Vehicle Being Mistaken For Vehicle Alight,,West,Ottery,Lotus River,BrHse_SepStand,9775,LSM 07,Rented,English,Coloured,Age 0 - 4,Unmarried,Secondary,40258,501000,Strandfontein Road,18.526495000000001,-34.039987000000004
Residential,Formal,"Fire, manually extinguished",14,December,2014,12/14/2014 12:00:00 AM,0:18,0:00 - 0:30,Dennemere,Tygerberg,00:26|00:32,Oil In Pot.,Minor Structural Fire,Ensured Area Safe And Ventilating.,1 Positive Pressure Ventilator,Cooking,Pot With Oil On Stove Overheated And Ignited Extrator Fan.,,East,Mfuleni,Dennemere,BrHse_SepStand,11786,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,5354,100000,Feyenoord Way,18.709588,-33.980634999999999
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",19,December,2014,12/19/2014 12:00:00 AM,0:18,0:00 - 0:30,Firgrove,Helderberg,0:09,,False Alarm,No Services Rendered By Brigade,Nil,N/a,False Alarm Good Intent,,East,Macassar,Firgrove,BrHse_SepStand,12463,LSM 08,Owned Paid In Full,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,1996,0.63,7th Street,18.783854000000002,-34.057751000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",25,July,2015,07/25/2015 12:00:00 AM,0:18,0:00 - 0:30,Macassar,Helderberg,0:51,Rubbish,Rubbish Fire,Extinghuised Fire With One Fog Jet From E23a Motorpump,1 X Hose Reel,Smoking,Ceremonial Purpose Public Making A Fire,0:10,East,Macassar,Firgrove Rural,BrHse_SepStand,28935,LSM 13,Rented,Afrikaans,White,Age 25 - 29,Unmarried,Secondary,1204,1921000,Macassar Road,18.780113,-34.061298000000001
Residential,Informal,"False Alarm, Good Intent",1,January,2009,01/01/2009 12:00:00 AM,0:19,0:00 - 0:30,Kommetjie,South Peninsula,01:20|00:43,,False Alarm,Nil,Nil,,F.A.G.I.,,West,Fish Hoek,Klein Slangkop,BrHse_SepStand,27478,LSM 13,Owned Paid In Full,English,White,Age 5 - 9,Married,Secondary,319,0.61,Kommetjie Road,18.340067999999999,-34.130515000000003
Other,Rubbish/Grass/Bush,Special Service,29,January,2009,01/29/2009 12:00:00 AM,0:19,0:00 - 0:30,Belhar,Tygerberg,0:25,,,No Services,,N/a,,,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,Herschel,18.657662999999999,-33.944057000000001
Transport,Car/Motorcycle,"Fire, manually extinguished",30,March,2009,03/30/2009 12:00:00 AM,0:19,0:00 - 0:30,Kraaifontein,Oostenberg,0:36,Motor Vehicle,Vehicle Fire,Exstinguished Fire With Two Jets From E-02 (3000 Lt Water Used.),Two 45mm Hose + Two Brannches. + One Dry Powder Extinguisher.,Arson,Motor Vehicle Was Stolen And Set Alight.,0:20,North,Kraaifontein,Eikendal,BrHse_SepStand,12625,LSM 08,Owned Paid In Full,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,5479,0.82,Bottelary Road (m23),18.71941,-33.853541
Residential,Informal,"Fire, manually extinguished",1,June,2009,06/01/2009 12:00:00 AM,0:19,0:00 - 0:30,Belhar,Tygerberg,00:31|00:29|00:41|00:03|00:56,"Bed, Bedding And Personal Effects",Minor Structural Fire,Damped Down With One Fogjet-b16,One Hose Reel,Undetermined,Unknown,0:10,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,Stellenbosch Road,18.657662999999999,-33.944057000000001
Transport,Car/Motorcycle,"Fire, manually extinguished",15,July,2009,07/15/2009 12:00:00 AM,0:19,0:00 - 0:30,Khayelitsha,Tygerberg,0:30,Motor Vechile,Vehicle Fire,Extingiushed Fire With Water.,Fogjet.,Undetermined,"Undetermined, Pending Sapd Investigation",0:08,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Lansdowne Road (m9),18.650269999999999,-34.032004999999998
Residential,Informal,"Fire, manually extinguished",8,August,2009,08/08/2009 12:00:00 AM,0:19,0:00 - 0:30,Crossroads,Cape Town,00:36|00:41|00:21|00:20|00:29,"Beds, Bedding And Personal Effects Etc.",Minor Structural Fire,Extinguished With One Fog Jet From Echo 11 Motor Pump,1 X Hose Reel,Undetermined,Unknown,0:20,East,"Guguletu, Mitchells Plain",Crossroads SP,BrHse_SepStand,2954,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,27524,126000,Sonwabile Drive,18.601355000000002,-33.994008999999998
Residential,Informal,"Fire, manually extinguished",13,December,2009,12/13/2009 12:00:00 AM,0:19,0:00 - 0:30,Atlantis,Blaauwberg,00:55|00:56|00:43|00:08,One Wood & Iron Structure Used As Dwelling,Average Structural Fire,Extingiushed Fire,One Hose Reel,Open Flames,Suspected Open Flame,0:40,North,Atlantis,Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,Saxon Street,18.494011,-33.563637999999997
Commercial,Department Stores,"False Alarm, Good Intent",22,December,2009,12/22/2009 12:00:00 AM,0:19,0:00 - 0:30,Central,Cape Town,0:02,,False Alarm,,,,False Alarm With Good Intent Due To Being Stood Down By Control,,West,Roeland Street,Cape Town CBD,Flats,26927,LSM 12,Rented,NA,Black African,Age 25 - 29,Unmarried,NA,5807,258000,25 Adderley Street,18.423586,-33.922170999999999
Residential,Informal,"Fire, manually extinguished",2,March,2010,03/02/2010 12:00:00 AM,0:19,0:00 - 0:30,Strand,Helderberg,01:16|00:23|01:08|00:22,"Bed, Bedding And Personal Affects, Etc",Average Structural Fire,Fire Was Extinguished With 1 X Fogjet From E23a.,1 X Fogjet,Undetermined,Unknown,0:33,East,"Macassar, Mfuleni, Strand",Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Magatya Street,18.830607000000001,-34.112954999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",27,May,2010,05/27/2010 12:00:00 AM,0:19,0:00 - 0:30,Grassy Park,South Peninsula,0:32,Grass,Minor Vegetation Fire,Extinguished: One Fogjet From E11 Motor Pump,One Hosereel,Open Flames,Unauthorized Control Burning,0:10,West,Ottery,Grassy Park SP,BrHse_SepStand,13039,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,20277,324000,Rooikrans Road,18.499364,-34.047750999999998
Other,Rubbish/Grass/Bush,"False Alarm, Malicious",24,October,2010,10/24/2010 12:00:00 AM,0:19,0:00 - 0:30,Grassy Park,South Peninsula,00:19|00:18,,False Alarm,Nil,,N/a,False Alarm - Malicious.,,West,Ottery,Grassy Park SP,BrHse_SepStand,13039,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,20277,324000,Klip Road,18.487466000000001,-34.045772999999997
Residential,Informal,"Fire, manually extinguished",31,January,2011,01/31/2011 12:00:00 AM,0:19,0:00 - 0:30,Khayelitsha,Tygerberg,00:47|00:49|00:46|00:47|00:05,"Bed, Bedding And Personal Effects, Etc.",Minor Structural Fire,,,Open Flames,Cooking Device Overturning And Igniting.,0:25,East,"Khayelitsha, Lansdowne, Belhar",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Bukwayo Street,18.650269999999999,-34.032004999999998
Transport,Car/Motorcycle,"Fire, manually extinguished",20,March,2011,03/20/2011 12:00:00 AM,0:19,0:00 - 0:30,Delft,Tygerberg,00:03|00:37|00:31,"Entire Cab Section, Boot And Engine Compartment",Vehicle Fire,Extinguished With 1 X Fog Jet From E26a,1 X Hose Reel,Other,"Due To Vehicle Over-turning As A Result Of Clipping The Pavement, The Fuel Pipe Ruptured And The Petrol Ignited.",0:20,East,"Lansdowne, Kuilsrivier",Delft SP,BrHse_SepStand,3109,LSM 04,Occupied,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,76404,435000,N 2 (settlers Way),18.636831999999998,-33.974488000000001
Other,Miscellaneous,"False Alarm, Good Intent",3,May,2011,05/03/2011 12:00:00 AM,0:19,0:00 - 0:30,Milnerton,Blaauwberg,0:23,,False Alarm,,,N/a,False Alarm With Good Intent: Service Of Brigade Not Required.,,North,Milnerton,Rietvlei Nature Area,BrHse_SepStand,6600,LSM 06,Owned Paid In Full,English,Coloured,Age 10 - 14,Unmarried,Secondary,37,584000,Pienaar,18.496960000000001,-33.861359999999998
Residential,Informal,"Fire, manually extinguished",17,May,2011,05/17/2011 12:00:00 AM,0:19,0:00 - 0:30,Strand,Helderberg,00:41|00:41|00:42|00:42,"Bed, Bedding And Personal Effexcts",Average Structural Fire,Extinguished With One Jet,1 X 45mm Fire Hose,Other,Unknown Pending S.A.P.S. Investigation,0:10,East,"Strand, Somerset West",Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Noxolo Street,18.830607000000001,-34.112954999999999
Other,Miscellaneous,"Fire, manually extinguished",16,July,2011,07/16/2011 12:00:00 AM,0:19,0:00 - 0:30,Ottery,South Peninsula,01:24|00:16|00:27|01:46,Tyres,Rubbish Fire,Extinguished With One Jet From W02 (6020litres)and One Fog Jet From E11(3000litres),One Hose Reel And 1x45mm Length Hose,Other,Suspected Incendiarism,0:35,West,"Ottery, Wynberg, Mitchells Plain",Ottery,BrHse_SepStand,24787,LSM 12,Owned Not Paid Off,English,Coloured,Age 45 - 49,Unmarried,Secondary,5372,199000,Williston Road,18.508561,-34.012625
Residential,Informal,"Fire, manually extinguished",29,December,2011,12/29/2011 12:00:00 AM,0:19,0:00 - 0:30,Glencairn Heights,South Peninsula,00:51|00:44|01:13|00:46|00:47,"Beds, Bedding And Personal Effects.",Minor Structural Fire,Extinguished With One Jet From Echo 57 A(5000 Litres).,3 X 65mm Hose; 2 X 45mm Hose.,Undetermined,Undetermined,,West,"Fish Hoek, Lakeside, Simonstown",Glencairn Heights,BrHse_SepStand,28537,LSM 13,Owned Paid In Full,English,White,Age 60 - 64,Married,Secondary,789,0.53,Glencairn Expressway (m6)  Black Hill,18.428341,-34.152287000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2012,01/01/2012 12:00:00 AM,0:19,0:00 - 0:30,Brackenfell,Oostenberg,0:36,Vegetation,,Extinguished With One Fog Jet From E13 Motor Pump.,1 X Hose Reel,Undetermined,Unknown,0:05,North,Brackenfell,Brackenfell South 1,BrHse_SepStand,30571,LSM 13,Owned Not Paid Off,Afrikaans,White,Age 30 - 34,Married,Secondary,6338,730000,Burgundy Street,18.720171000000001,-33.889063
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",10,March,2012,03/10/2012 12:00:00 AM,0:19,0:00 - 0:30,Belhar,Tygerberg,0:23,Vegetation,Minor Vegetation Fire,Extinguish Fire Using Water From E47(800l),1x Fog Jet In Use,Undetermined,Unknown,0:08,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,Barberton,18.657662999999999,-33.944057000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",8,April,2012,04/08/2012 12:00:00 AM,0:19,0:00 - 0:30,Khayelitsha,Tygerberg,00:41|00:42,Rubbish,Rubbish Fire,Extinguished Fire With One Jet From E30,1 X Akron Branch And 1 X 45mm Hose,Other,Rubbish Set Alight By Nearby Resedents,0:13,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Spine Road,18.650269999999999,-34.032004999999998
Other,Miscellaneous,"Fire, automatically extinguished",9,June,2012,06/09/2012 12:00:00 AM,0:19,0:00 - 0:30,Pinelands,Cape Town,0:31,,Special Service,Nil,Nil,Electrical Faults,Electrical Short Circuit In Wiring,,North,Epping,Pinelands,BrHse_SepStand,39397,LSM 14,Owned Not Paid Off,English,White,Age 20 - 24,Married,Secondary,14985,586000,Woodside Drive,18.496084,-33.933973999999999
Miscellaneous,Person Trapped (Building),Special Service,12,October,2012,10/12/2012 12:00:00 AM,0:19,0:00 - 0:30,Sea Point,Cape Town,00:19|00:17,,Special Service,Nil,Nil,N/a,,,West,"Sea Point, Roeland Street",Sea Point,Flats,29274,LSM 13,Rented,English,White,Age 25 - 29,Unmarried,Secondary,14071,158000,Marais Road,18.388563000000001,-33.912447
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",24,November,2012,11/24/2012 12:00:00 AM,0:19,0:00 - 0:30,Belhar,Tygerberg,0:23,Bush And Grass,Minor Vegetation Fire,No Services Rendered By Brigade,Nil,Open Flames,Open Flame,,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,Symphony Way,18.657662999999999,-33.944057000000001
Other,Miscellaneous,"Fire, manually extinguished",19,January,2013,01/19/2013 12:00:00 AM,0:19,0:00 - 0:30,Scarborough,South Peninsula,01:07|01:36|00:43,"Power Tools, Paint, Oil, Rags And Garden Tools Effected Etc.",Minor Structural Fire,Extinguished With One Fog Jet From E35a (1800),One Hosereel,Heating,Power Tools Overheating And Igniting Rags.,0:15,West,"Simonstown, Fish Hoek, Lakeside",Scarborough SP,BrHse_SepStand,29148,LSM 13,Rented,English,White,Age 45 - 49,Unmarried,Secondary,1122,373000,Hill Top Street,18.373304999999998,-34.194395999999998
Transport,Car/Motorcycle,"False Alarm, Malicious",19,February,2013,02/19/2013 12:00:00 AM,0:19,0:00 - 0:30,Parow North,Tygerberg,0:18,,False Alarm,,,,,,North,Goodwood,Parow North,BrHse_SepStand,24641,LSM 12,Rented,Afrikaans,White,Age 25 - 29,Married,Secondary,4798,168000,De Grendel Road,18.58502,-33.889389999999999
Residential,Informal,"Special Service, False Good Intent",27,July,2013,07/27/2013 12:00:00 AM,0:19,0:00 - 0:30,Macassar,Helderberg,00:53|00:03|00:00|00:35|01:11,"Large Wood And Iron Structure , And Contents Of.(bedding , Furniture, Personal Effects Etc)",Average Structural Fire,Extingiushed Fire With One Jet From E23a(3000l) Backed Up By E07(3000l).,"3 X 45mm Hose , Nozzle , 1 65mm Hose.",Undetermined,Undetermined,0:27,East,"Macassar, Somerset West",Macassar SP,BrHse_SepStand,6456,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,34151,2706000,Malgas Street,18.759951999999998,-34.065595999999999
Residential,Informal,"Fire, manually extinguished",4,August,2013,08/04/2013 12:00:00 AM,0:19,0:00 - 0:30,Atlantis,Blaauwberg,01:14|00:04|01:03|00:34|01:09,"Bed, Bedding, And Personal Effects Etc",Minor Structural Fire,Fire Extinguished With One Fog Jet From E34(1500l) One Fog Jet From E41a (1000l),"Two Hose Reels, Two Torches, One Folding Ladder.",Undetermined,Suspected Occupant Dropping A Light Or Knocking Over Open Flame Device.,0:30,North,Atlantis,Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,25 Nciniba Street,18.494011,-33.563637999999997
Other,Rubbish/Grass/Bush,"Fire, automatically extinguished",28,December,2013,12/28/2013 12:00:00 AM,0:19,0:00 - 0:30,New Woodlands,Mitchell's Plain,0:31,Rubbish,,Extinguished Fire With One Fog Jet,1xhosereel,Other,Unknown,0:10,East,Mitchells Plain,Woodlands(Mitchells Plain),BrHse_SepStand,7613,LSM 06,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,24500,240000,Walter Batiss Crescent,18.6021,-34.025638999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2014,01/01/2014 12:00:00 AM,0:19,0:00 - 0:30,Ocean View,South Peninsula,1:06,Bush And Grass,Minor Vegetation Fire,Extinguished The Fire By Using One Fog Jet From E49a.,1 X 60m Hose Reel. (2000 Litres Of Water),Open Flames,Flare Shot Off During New Years Celebrations Dropped On Affected Area.,0:25,West,Fish Hoek,Cape Peninsula National Park,Informal,3818,LSM 05,Occupied,IsiXhosa,Black African,Age 20 - 24,Unmarried,Secondary,1372,16457000,Matthews Way,18.342469999999999,-34.153129999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,January,2014,01/02/2014 12:00:00 AM,0:19,0:00 - 0:30,Acacia Park,Tygerberg,0:18,Grass,,Extinguished Using Ione Fog Jet From E51,1 X Fog Jet,Open Flames,Set With Intent,0:09,North,Goodwood,Acacia Park,BrHse_SepStand,28888,LSM 13,Rented,NA,Black African,Age 25 - 29,Unmarried,Secondary,861,344000,Acacia Road,18.522824,-33.891556000000001
Transport,Car/Motorcycle,"Fire, manually extinguished",24,February,2014,02/24/2014 12:00:00 AM,0:19,0:00 - 0:30,Khayelitsha,Tygerberg,00:15|00:07|00:06|00:06,Motor-vehicle,Vehicle Fire,Extinguished Fire With One Fogjet From E42,1x Fogjet,Arson,Suspected Incendiarism(saps Investigate),0:06,East,"Lansdowne, Belhar, Guguletu",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Mew Way,18.653110000000002,-34.034019000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",7,April,2014,04/07/2014 12:00:00 AM,0:19,0:00 - 0:30,Richwood,Richmond Park,00:38|00:38,Bush And Grass,Minor Vegetation Fire,Extinguished Fire With One Fog Jet From S20(500),One Hose Reel,Smoking,Passerby Dropping A Light,0:15,North,Milnerton,Richwood,BrHse_SepStand,21735,LSM 11,Owned Not Paid Off,English,White,Age 35 - 39,Married,Secondary,3153,0.77,Richwood Avenue,18.543780000000002,-33.834192999999999
Other,Rubbish/Grass/Bush,"Fire, automatically extinguished",18,November,2014,11/18/2014 12:00:00 AM,0:19,0:00 - 0:30,Kuilsrivier,Oostenberg,0:15,,Minor Vegetation Fire,None,None,Arson,Arson,,East,Kuilsrivier,Kuils River SH,BrHse_SepStand,17457,LSM 10,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,649,1728000,Van Riebeeck Road (r102),18.723285000000001,-33.959491999999997
Residential,Formal,"Fire, manually extinguished",14,December,2014,12/14/2014 12:00:00 AM,0:19,0:00 - 0:30,Morgenster Hoogte,Oostenberg,01:58|01:03|01:04|00:56,"Furniture, Foam Boxes And Other Personal Effects",Minor Structural Fire,Extinguished The Fire With One Jetand One Fogjet From E28 Motor Pump,"3 X 65mm Hose, 2 X 45mm Hose And 1 X Hosereel",Undetermined,Unknown Pending Saps Investigation,1:20,North,"Brackenfell, Kraaifontein, Milnerton",Morgenster Hoogte,BrHse_SepStand,29134,LSM 13,Owned Not Paid Off,Afrikaans,White,Age 50 - 54,Married,Secondary,1159,0.37,Boog Street,18.695198999999999,-33.862354000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",22,December,2014,12/22/2014 12:00:00 AM,0:19,0:00 - 0:30,Vrygrond/capricorn Park,Muizenberg,0:35,Quantity Of Rubbish,Rubbish Fire,Extinguished Fire With One Fog Jet From E17 Motor Pump.,One Hose Reel,Open Flames,Passer-by Dropping A Light.,0:15,West,Lakeside,Vrygrond,BrHse_SepStand,2687,LSM 03,Rented,Afrikaans,Black African,Age 25 - 29,Unmarried,Secondary,13955,0.82,Drury Road,18.485683999999999,-34.083485000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",30,December,2014,12/30/2014 12:00:00 AM,0:19,0:00 - 0:30,Dennemere,Tygerberg,0:34,Area Of Vegetation,Minor Vegetation Fire,Extinguished With One Fog Jet From E03a Motor Pump.,One Hose Reel.,Other,Passer By Dropping A Light.,0:10,East,Mfuleni,Dennemere,BrHse_SepStand,11786,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,5354,100000,Emerald Way,18.710177999999999,-33.979671000000003
Other,Rubbish/Grass/Bush,,23,March,2015,03/23/2015 12:00:00 AM,0:19,0:00 - 0:30,Melton Rose,Tygerberg,00:21|00:21|00:20,,,,,,,,East,"Mfuleni, Kuilsrivier",Palm Park,BrHse_SepStand,10170,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,5707,0.6,Kleinvlei Road,18.720849000000001,-33.990752999999998
