uid,name,facility,classification,district,sub_district,fax,tel,cel,email,manager,area_type,ownership,postal_area,postal_address,street_address,Location 1,overall_performance,vital_measures,extreme_measures,essential_measures,developmental_measures,facilities_and_infrastructure,clinical_support_services,patient_safety-clinical_governance-clinical_care,operational_management,patients_rights,public_health,leadership_and_corporate_governance,infection_prevention_and_control,improve_patient_safety_and_security,waiting_times,positive_and_caring_attitudes,cleanliness,availability_of_medicines_and_supplies,accommodation-consulting_room-clinic,accommodation-procedure_room-total,accommodation-consulting-room-outpatient-department,accommodation-consulting_room-accident_and_emergency_department,accommodation-medicine_room-number_of,staff-nursing_staff-professional_nurse-vacant,staff-Nursing_Staff-Professional_Nurse-part_time,staff-Nursing_Staff-Professional_Nurse-full_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant,staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time,staff-Clinical_staff-Other-vacant,staff-Clinical_staff-Other-part_time,staff-Clinical_staff-Other-full_time,staff-Nursing_Staff-Enrolled_Nurs-vacant,staff-Nursing_Staff-Enrolled_Nurs-part_time,staff-Nursing_Staff-Enrolled_Nurs-full_time,staff-Nursing_Staff-Enrolled_Nurse-vacant,staff-Nursing_Staff-Enrolled_Nurse-part_time,staff-Nursing_Staff-Enrolled_Nurse-full_time,staff-Nursing_Staff-Advanced_Midwives-vacant,staff-Nursing_Staff-Advanced_Midwives-part_time,staff-Nursing_Staff-Advanced_Midwives-full_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time,staff-Clinical_staff-Pharmacists-vacant,staff-Clinical_staff-Pharmacists-part_time,staff-Clinical_staff-Pharmacists-full_time,staff-Clinical_staff-Allied_Health_Professionals-vacant,staff-Clinical_staff-Allied_Health_Professionals-part_time,staff-Clinical_staff-Allied_Health_Professionals-full_time,staff-Doctors-Medical_Practitioners-vacant,staff-Doctors-Medical_Practitioners-part_time,staff-Doctors-Medical_Practitioners-full_time,staff-Administrative_staff-Information_management-vacant,staff-Administrative_staff-Information_management-part_time,staff-Administrative_staff-Information_management-full_time,staff-Doctors-External_Visiting_Medical_Practitioners-vacant,staff-Doctors-External_Visiting_Medical_Practitioners-part_time,staff-Doctors-External_Visiting_Medical_Practitioners-full_time,staff-Administrative_staff-Human_Resource-vacant,staff-Administrative_staff-Human_Resource-part_time,staff-Administrative_staff-Human_Resource-full_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant,staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time,staff-Doctors-Medical_Specialists-vacant,staff-Doctors-Medical_Specialists-part_time,staff-Doctors-Medical_Specialists-full_time,staff-Doctors-Medical_Practitioner_Interns-vacant,staff-Doctors-Medical_Practitioner_Interns-part_time,staff-Doctors-Medical_Practitioner_Interns-full_time,staff-Clinical_staff-Dental-vacant,staff-Clinical_staff-Dental-part_time,staff-Clinical_staff-Dental-full_time,staff-Doctors-Registrars-vacant,staff-Doctors-Registrars-part_time,staff-Doctors-Registrars-full_time,staff-Doctors-External_Visiting_Medical_Specialists-vacant,staff-Doctors-External_Visiting_Medical_Specialists-part_time,staff-Doctors-External_Visiting_Medical_Specialists-full_time,staff-Staffing-Management_staff-vacant,staff-Staffing-Management_staff-part_time,staff-Staffing-Management_staff-full_time,staff-Administrative_staff-General_Admin_/_Support-vacant,staff-Administrative_staff-General_Admin_/_Support-part_time,staff-Administrative_staff-General_Admin_/_Support-full_time,staff-Administrative_staff-Financial-vacant,staff-Administrative_staff-Financial-part_time,staff-Administrative_staff-Financial-full_time,staff-Total_Staff_Compliment-vacant,staff-Total_Staff_Compliment-part_time,staff-Total_Staff_Compliment-full_time,staff-Vacant-vacant,staff-Vacant-part_time,staff-Vacant-full_time,pharmacy_and_dispensary-hours_per_day,clinics-hours_per_day,pharmacy_and_dispensary-days_per_week,in_patients-hours_per_day,clinics-days_per_week,in_patients-days_per_week,emergency_unit-hours_per_day,emergency_unit-days_per_week,out_patients-hours_per_day,out_patients-days_per_week,governance-Strategic_management,governance-Communications_and_public_relations,governance-Staff_welfare_and_employee_wellness,governance-Human_resource_management_and_development,governance-Leadership_and_Corporate_Governance,governance-Operational_Management,governance-Oversight_and_accountability,governance-Financial_management,governance-Risk_management,governance-Supply_chain_and_asset_Management,governance-Quality_Improvement,governance-Effective_leadership
fs_sekamotho_mota_clinic_2013_06_08,Sekamotho Mota Clinic,Sekamotho Mota Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,058-7210171,058-7210171,0824773887,,sibongile iris tshabalala,RURAL,Facility Owner - Government - Prov,Witsieshoek,pbx824 uitsighoek,thibella village gothibella stadium,"Free State Province
(-28.648787, 28.85226)",51,51, N/A,51, N/A,44,53,49,86,53,53,67,63,39,71,63,27,62,4,0,,,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,100,,,,,,,,
fs_senekal_clinic_2013_06_08,Senekal Clinic,Senekal Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Setsoto Local Municipality,058-4812433,058-4812713,,,m.i. Ferreira,RURAL,Facility Owner - Government - Prov,senekal,,5 noord straat,"Free State Province
(-28.322917, 27.619398)",68,61, N/A,71, N/A,49,83,67,75,70,57,100,75,54,53,80,75,94,4,0,,,,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,100,100,50,100,100,75,,,,,,
fs_sizabantu_clinic_2013_06_08,Sizabantu Clinic,Sizabantu Clinic,CLINIC,Fezile Dabi District Municipality,Ngwathe Local Municipality,0588521711,0588521711,,,K.R.P MANIS,RURAL,Facility Owner - Government - Prov,PHIRITONA,,2263 PHIRIDONA HEILBRON,"Free State Province
(-27.266284, 27.977631)",57,61, N/A,55, N/A,52,43,71,62,60,33,0,77,47,47,69,75,40,3,,,,,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,,100,0,0,,,,,,,
fs_soetwater_clinic_2013_06_08,Soetwater Clinic,Soetwater Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Setsoto Local Municipality,051 9333121,0519332281,0782933111,sphiwegerald@gmail.com,J.M MAKHOBO,RURAL,Facility Owner - Government - Prov,FICKSBURG,40 BLOEM STREET FICKSBURG,40 BLOEM STREET FICKSBURG,"Free State Province
(-28.874965, 27.875909)",56,51, N/A,58, N/A,44,73,57,62,48,80,67,61,50,50,52,49,77,5,0,,,,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,100,,,,,,,,
fs_stoffel_coetzee_hospital_2013_03_26,Stoffel Coetzee Hospital,Stoffel Coetzee Hospital,DISTRICT HOSPITAL,Xhariep District Municipality,Mohokare Local Municipality,051 683 0016,051 683 0168,083 294 6696,Mgoqi me@fshealth.gov.za,ME MGOQI,RURAL,Facility Owner - Government - Prov,SMITHFIELD,P.O BOX X5,VOS STEERT,"Free State Province
(-30.223197, 26.523206)",68,70, N/A,67, N/A,82,77,62,46,67,22,86,67,64,61,75,89,75,,,0,1,,2,1,10,0,2,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,27,2,0,1,,,,,,,8,,,24,,7,24,7,8,5,100,100,,0,,,100,100,0,,,
fs_tebang_clinic_2013_06_08,Tebang Clinic,Tebang Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,,058-7131327,0837600103,,palessa rantija,RURAL,Facility Owner - Government - Prov,,p.o.box x825,tebang village,"Free State Province
(-28.525901, 28.872349)",41,37, N/A,42, N/A,23,53,46,75,36,40,0,49,34,21,61,37,48,6,0,,,,0,0,3,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,4,0,0,0,,,,,,,24,24,7,24,7,,,,,,0,0,100,100,0,75,,,,,,
fs_thaba_bosiu_clinic_2013_06_08,Thaba Bosiu Clinic,Thaba Bosiu Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,058-7131823,058-7210139,0839294949,,m.l shabalala,RURAL,Facility Owner - Government - Prov,,pbagx824 uitsighoek,,"Free State Province
(-28.598146, 28.883338)",34,41, N/A,32, N/A,26,48,37,12,32,33,0,35,32,7,55,23,46,2,0,,,,0,0,3,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,,0,50,0,,,,,,,
fs_thaba_nchu_clinic_2013_06_08,Thaba Nchu Clinic,Thaba Nchu Clinic,CLINIC,Mangaung Metropolitan Municipality,Thaba N'chu Health sub-District,0518752881,0518751298,0836936561,,Kereng Hlabeni,URBAN,Facility Owner - Government - Prov,9783,"Private Bag X707,Selosesha,9783",375 Van Riebeck Street,"Free State Province
(-29.21871, 26.848073)",60,53, N/A,63, N/A,52,72,63,80,50,69,0,62,56,53,73,15,89,5,0,,,,0,0,6,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,,,,,,8,8,7,,,,,,,,0,0,,50,0,80,,,,,,
fs_thaba_phatswa_clinic_2013_06_08,Thaba Phatswa Clinic,Thaba Phatswa Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Mantsopa Local Municipality,0519640099,0519640099,0836976377,rvdwatt@vodamail.co.za,G.J. Van Der Watt,RURAL,Facility Owner - Government - Prov,Tweespruit,,Hobhouse Road,"Free State Province
(-29.312954, 27.124904)",59,47, N/A,64, N/A,31,78,65,13,70,24,0,40,60,76,78,32,79,1,0,,,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,,,5,,,,,,0,,0,25,0,,,,,,,
fs_thabang_clinic_2013_06_08,Thabang Clinic,Thabang Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,,058-7131327,0837600103,,palesa rantja,RURAL,Facility Owner - Government - Prov,turfontein,p/b x824,thabang village,"Free State Province
(-28.609871, 28.829767)",48,44, N/A,49, N/A,42,61,43,75,42,87,0,51,35,40,66,50,69,6,0,,,,0,0,3,0,0,0,0,2,7,0,0,1,0,0,0,0,0,1,8,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,4,0,0,0,,,,,,,24,24,7,24,7,,,,,,0,,100,50,0,75,,,,,,
fs_thabong_clinic_2013_06_08,Thabong Clinic,Thabong Clinic,DISTRICT HOSPITAL,Lejweleputswa District Municipality,Matjhabeng Local Municipality,057 398 2799,057 354 2111,,vdmerwe@fshealth.org.za,ACTING CEO MR V.D MERWE,RURAL,Facility Owner - Government - Prov,ODENDAALSRUS,ODENDAALSRUS,HOSPITA ROAD OLRUS,"Free State Province
(-27.96402, 26.79163)",52,58, N/A,50, N/A,36,46,61,75,61,33,33,59,45,50,79,50,50,11,0,1,1,,16,4,90,2,6,0,2,0,0,0,0,0,23,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,6,14,0,86,0,0,0,,,,,,,8,,5,24,,7,24,,8,5,50,0,0,100,,75,,,,,,
fs_thebe_hospital_2013_03_26,Thebe Hospital,Thebe Hospital,DISTRICT HOSPITAL,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,0586320724,0586241800,0837070286,moloifc@fshealth.gov.za,mr f.cmoloi,URBAN,Facility Owner - Government - Prov,p/bag X871 harrismith,po box X871 harrismith,end mauritz street,"Free State Province
(-28.271947, 29.13666)",70,75, N/A,67, N/A,74,81,68,70,61,47,29,65,68,52,67,88,90,,,10,8,,0,0,0,1,0,28,1,0,1,0,0,5,0,1,0,0,3,0,28,0,0,1,0,5,0,0,2,0,5,5,0,0,1,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,5,2,3,5,8,27,1,0,1,,,,,,,8,,,24,,7,24,7,8,5,0,100,50,,,,,100,0,,,
fs_thembalethu_clinic_2013_06_08,Thembalethu Clinic,Thembalethu Clinic,CLINIC,Xhariep District Municipality,Mohokare Local Municipality,051-6831189,051-6830131,,coertzes@fshealth.gov.za,mrs.s. Coertze,RURAL,Facility Owner - Government - Prov,smithfield,,3 douglas street,"Free State Province
(-30.212867, 26.536054)",76,73, N/A,77, N/A,79,68,73,71,88,90,67,79,70,86,94,90,68,6,0,,,,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,100,100,,,,,,,,
fs_thusa_bophelo_clinic_2013_06_08,Thusa Bophelo Clinic,Thusa Bophelo Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Phumelela Local Municipality,058-6430028,058-6430028,0761290864,,j.k. Nhlapo,RURAL,Facility Owner - Government - Prov,warden,extention2 ezenzelem,1462 ezenzelem warden,"Free State Province
(-27.835895, 28.978066)",61,51, N/A,66, N/A,53,77,51,57,74,33,33,66,48,73,75,49,84,5,0,,,,0,0,5,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,0,,,,,,,8,8,5,,,,,,,,50,0,0,0,,,,,,,,
fs_thusanang_(sasolburg)_clinic_2013_06_08,Thusanang (Sasolburg) Clinic,Thusanang (Sasolburg) Clinic,CLINIC,Fezile Dabi District Municipality,Metsimaholo Local Municipality,016974499934,0169744934,,,ME M5910 CHRIS HANO ST.MJ SANDAMELA,RURAL,Facility Owner - Government - Local,zamdela,P/BAG X 2005 SASOLBURG,ME M5910 CHRIS HANI ST,"Free State Province
(-26.845085, 27.864598)",62,68, N/A,59, N/A,60,50,68,75,75,10,33,65,60,50,86,54,59,2,0,,,,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,50,100,,75,,,,,,
fs_thusanong_(kroonstad)_clinic_2013_06_08,Thusanong (Kroonstad) Clinic,Thusanong (Kroonstad) Clinic,CLINIC,Fezile Dabi District Municipality,Moqhaka Local Municipality,0562143883,0562143882,0835814546,,MRS T.AE MAJAVU,URBAN,Facility Owner - Government - Prov,KOONSTAD,P.O.BOX 302 KOONSTAD,3665 CONSTANTIA,"Free State Province
(-27.648774, 27.19018)",38,46, N/A,35, N/A,32,35,46,25,39,73,50,50,39,7,59,12,30,5,0,,,,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,,0,0,50,25,,,,,,
fs_thusanong_(parys)_clinic_2013_06_08,Thusanong (Parys) Clinic,Thusanong (Parys) Clinic,CLINIC,Fezile Dabi District Municipality,Ngwathe Local Municipality,0568199960,0568199960,0844805471,,G.M HANNIE,RURAL,Facility Owner - Government - Prov,TUMAHOLE,3793 VUKA LOCATION TUMAHOLE,3793 VUKA LOCATION TUMAHOLE,"Free State Province
(-26.919767, 27.48572)",53,59, N/A,50, N/A,47,45,59,67,54,90,50,77,42,27,73,80,41,2,,,,,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,,100,0,50,,,,,,,
fs_thusanong_hospital_2013_03_26,Thusanong Hospital,Thusanong Hospital,DISTRICT HOSPITAL,Lejweleputswa District Municipality,Matjhabeng Local Municipality,0573982799,0573542111,,vdmerwe@fshealth.,Mr Van Der Merwe,RURAL,Facility Owner - Government - Prov,"Odendaalsrus,","Private Bag X 1, Odendaalsrus,",Hospital Street,"Free State Province
(-27.87735, 26.65922)",78,78, N/A,78, N/A,77,88,73,91,66,85,86,88,72,65,78,74,96,,,1,1,,4,0,19,6,0,23,0,0,2,0,0,16,0,0,0,0,0,2,0,0,5,4,0,4,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,86,0,0,0,,,,,,,,,,,,,24,,,,100,100,100,,,,100,,0,,,
fs_thusong_clinic_2013_06_08,Thusong Clinic,Thusong Clinic,CLINIC,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,0514341201,0514341201,0828302255,,N.J November,URBAN,Facility Owner - Government - Prov,Rocklands,,Moshoeshoe Road,"Free State Province
(-29.18472, 26.23462)",40,34, N/A,43, N/A,18,69,35,38,42,0,0,33,29,60,41,22,75,11,0,,,,0,0,8,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,,0,50,0,,,,,,,
fs_tiger_river_clinic_2013_06_08,Tiger River Clinic,Tiger River Clinic,CLINIC,Mangaung Metropolitan Municipality,Thaba N'chu Health sub-District,,,0732059786,,S.J. Moselesele,RURAL,Facility Owner - Government - Prov,Tiger River,"Private Bag X 707, Selosesha",,"Free State Province
(-29.12047, 26.78943)",59,49, N/A,63, N/A,31,80,65,83,62,18,0,58,46,53,77,44,94,1,0,,,,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,,50,0,,,,,,,
fs_tina_moloi_clinic_2013_06_08,Tina Moloi Clinic,Tina Moloi Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,N/.A,0587894114,078725 6172,,MAMANEL.R,RURAL,Facility Owner - Government - Prov,WITSIESHOEK,P.BAGX824 WITSIESHOEK 9870,MOEDING VILLAGE,"Free State Province
(-28.609704, 28.85617)",34,33, N/A,35, N/A,23,52,40,25,27,37,0,45,24,13,53,15,61,3,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,50,50,0,25,,,,,,
fs_tokollo_hospital_2013_03_26,Tokollo Hospital,Tokollo Hospital,DISTRICT HOSPITAL,Fezile Dabi District Municipality,Ngwathe Local Municipality,0588522466,0588523030,0832432004,noges@fshealth.gov.za,ME S.R NOGE,RURAL,Facility Owner - Government - Prov,HEIBRON,PRIVETE BAG X8 HEIBRON,MYRON STREET,"Free State Province
(-27.289189, 27.961691)",90,91, N/A,89, N/A,89,84,92,82,98,76,86,85,85,97,98,100,94,,,8,1,,3,0,16,3,0,16,0,1,0,0,0,3,1,0,0,0,0,1,0,0,2,1,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,27,2,27,1,0,11,,,,,,,24,,,24,,7,24,7,8,5,100,100,100,,,,,100,0,,,
fs_ts_mahloko_clinic_2013_06_08,TS Mahloko Clinic,TS Mahloko Clinic,CLINIC,Mangaung Metropolitan Municipality,Botshabelo Health sub-District,,0515321641,0732364476,,N.C. Molahloe,RURAL,Facility Owner - Government - Local,Botshabelo,"2009, Section C","2009 Section C,","Free State Province
(-29.24308, 26.71661)",70,67, N/A,71, N/A,55,68,71,88,80,97,67,77,64,67,90,50,74,4,0,,,,1,0,2,0,0,3,1,1,3,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,50,100,,,,,,,,
fs_tsatsi_sps_clinic_2013_06_08,Tsatsi SPS Clinic,Tsatsi SPS Clinic,CLINIC,Fezile Dabi District Municipality,Metsimaholo Local Municipality,0169749331,016 9742160,0732242784,,,URBAN,Facility Owner - Government - Prov,SASOLBURG,3999 TAYLER PARK ZAMDELA,3999 TAYLER PARK ZAMDELA,"Free State Province
(-26.844407, 27.855738)",34,39, N/A,32, N/A,41,32,34,50,25,37,0,49,31,14,38,31,31,2,,,,,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,0,,0,0,0,50,,,,,,
fs_tseki_clinic_2013_06_08,Tseki Clinic,Tseki Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,0587132435,0587132435,0724027598,,M.C NGCONGWANE,RURAL,Facility Owner - Government - Prov,WITSIESHOEK,PRIVATE BAG X824 WITSIESHOEK,PRIVATE BAG X824 WITSIESHOEK,"Free State Province
(-28.585681, 28.772019)",42,32, N/A,46, N/A,23,57,38,50,46,91,33,42,38,29,66,13,56,5,0,,,,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,,,,,,,8,8,5,,,,,,,,50,0,0,50,,50,,,,,,
fs_tshepong_(kroonstad)_clinic_2013_06_08,Tshepong (Kroonstad) Clinic,Tshepong (Kroonstad) Clinic,CLINIC,Fezile Dabi District Municipality,Moqhaka Local Municipality,0562144257,0562144257,082485 7963,,M..M.Y KOKOROPO,URBAN,Facility Owner - Government - Prov,GELUKWAARTS,2853 GELUKWAARTS RD KROONSTAD,2853 GELUKWAARTS RD,"Free State Province
(-27.638847, 27.174082)",62,67, N/A,61, N/A,56,55,75,75,64,43,0,75,55,47,90,75,51,,,,,,2,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,,50,50,0,75,,,,,,
fs_tshepong_(verkeerdevlei)_clinic_2013_06_08,Tshepong (Verkeerdevlei) Clinic,Tshepong (Verkeerdevlei) Clinic,CLINIC,Lejweleputswa District Municipality,Masilonyana Local Municipality,051-8411147,051-8411028,0834232941,,georgina phirieahre,RURAL,Facility Owner - Government - Local,Tshepong,p.o.box 13 verkeerdevlei,23 tshepong location banyane drive,"Free State Province
(-28.8401, 26.76212)",45,40, N/A,47, N/A,27,55,41,57,61,33,0,39,38,38,88,25,54,3,0,,,,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,50,0,,,,,,,
fs_tshepong_(welkom)_clinic_2013_06_08,Tshepong (Welkom) Clinic,Tshepong (Welkom) Clinic,CLINIC,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,057-3837360,,,dorah serekoed,URBAN,Facility Owner - Government - Prov,welkom,"Private Bag X 15, Welkom",26128 ndaki street thabong welkom,"Free State Province
(-27.95773, 26.83607)",64,71, N/A,61, N/A,46,52,76,88,74,63,67,77,51,71,84,60,65,6,0,,,,2,0,5,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,100,50,,,,,,,,
fs_tshirela_clinic_2013_06_08,Tshirela Clinic,Tshirela Clinic,CLINIC,Thabo Mofutsanyane District Municipality,Maluti a Phofung Local Municipality,058-7891757,058-7891757,0790352052,,m.m khatseane,RURAL,Facility Owner - Government - Local,phuthuditjaba,box x824 uitsighoek,,"Free State Province
(-28.622886, 28.804302)",43,37, N/A,46, N/A,27,70,30,50,50,73,0,35,35,27,68,24,83,4,0,,,,1,0,3,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,,,,,,,8,8,5,,,,,,,,0,,0,50,0,50,,,,,,
