ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
634,Eastern Cape - Cacadu,0,0,Somerset East,Cookhouse,EC - Cookhouse,"-32.750088,25.807632",N10,R63,27-Oct-13,27-Oct-13,0,9,Service delivery,Violent,1,5,"Angry residents have burned down a house in Cookhouse, a crowd gathered at the house and when police tried to disperse them they were pelted with stones. Residents burnt tyres and blocked roads to express their dissatisfaction with the rate of housing delivery and other services.",21002001,498,536,239,14,32,2780,386,144,4748,22,97,393,151,204,781,970,1174,1023,2939,13,222,210,174,741,76,4749,22,338,14,"1
(-32.750087, 25.807632)"
641,Gauteng - Ekurhuleni,1,0,Springs,Duduza,GP - Duduza,"-26.372608,28.407505",Khumalo Street,Nala Street,29-Oct-13,29-Oct-13,0,8,Xenophobia,Violent,1,3,Foreign businessmen say police turned a blind eye when locals in Duduza township attacked and looted their shops. More than 100 foreigners were displaced after the attacks,79700098,4,0,17,79,4,21874,0,26,22029,0,25,1539,123,549,4691,5681,6230,6107,21707,0,3,15,186,18,13,22029,0,16,71,"3
(-26.372608, 28.407505)"
639,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town,WC - Cape Town Central,"-33.924195,18.418771",7 Wale Street,Queen victoria street,30-Oct-13,30-Oct-13,1,9,Service delivery,Violent,1,3,"Chaos broke out in the centre of Cape Town on Wednesday afternoon when a group broke away from a protest at the provincial legislature about housing, and started looting stalls belonging to informal traders. Protesting against provincial government and service delivery.",19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.924194, 18.418771)"
640,Gauteng - West Rand,0,0,Johannesburg,Randfontein - Zenzele,GP - Randfontein,"-26.169767,27.845743",Randfontein Road,Randfontein Road,30-Oct-13,30-Oct-13,0,9,Service delivery,Violent,1,5,"Protesters have placed rocks along the Randfontein Road, blocking the way through, demanding better services. The demonstrators are from nearby RDP houses and are protesting over the lack of water in their area.",79800127,613,748,118,72,5421,15416,864,3831,27605,0,522,7343,6738,6802,4136,4677,11479,4741,25614,590,10,531,615,159,14,27606,0,32,41,"3
(-26.169767, 27.845742)"
675,Gauteng - Mogale City,0,0,Krugersdorp,"Munsieville Informal Setlement, Krugersdorp magistrate court",GP - Krugersdorp,"-26.101882,27.766012",36 Biccard St,36 Biccard St,31-Oct-13,31-Oct-13,1,1,Crime related,Peaceful,0,5,"Picketing outside the Krugersdorp Magistrates' Court, angry residents followed as the ANC Women's League (ANC WL) led in song to oppose the killing of women and children.",74801020,17,0,63,78,0,11959,6,4,12203,24,52,931,74,251,3297,3977,4228,4154,11875,6,0,25,187,34,0,12205,24,4,50,"3
(-26.101882, 27.766012)"
678,Gauteng - City of Johannesburg,1,0,Johannesburg,Durban Deep,GP - Roodepoort,"-26.175352,27.866839",Albertina Sisulu Road,Albertina Sisulu Road,31-Oct-13,31-Oct-13,0,9,Service delivery,Violent,1,5,Allegedly having been without water and prepaid electricity for two weeks,79800127,613,748,118,72,5421,15416,864,3831,27605,0,522,7343,6738,6802,4136,4677,11479,4741,25614,590,10,531,615,159,14,27606,0,32,41,"3
(-26.175352, 27.866838)"
680,Gauteng - Ekurhuleni,1,0,Johannesburg,Nigel Magistrate's Court,GP - Nigel,"-26.41992,28.473353",Hendrik Verwoerd Street,4th Ave,31-Oct-13,31-Oct-13,0,8,Xenophobia,Peaceful,0,5,"A peaceful protest by foreighn nationals at Nigel Magistrate's Court. The protest follows the arrest of a ward councilor Thabo Patric Motaung, in Duduza on October 30. He was arrested on charges of assault with intent of grievous bodily harm and taken to SAPS Nigel. Protesters highlighted the attacks on foreign nationals.",79700088,803,69,410,366,5,28132,658,592,31457,0,422,3384,1526,2091,6047,7340,9431,7905,30286,21,8,231,613,129,20,31456,0,41,107,"3
(-26.41992, 28.473352)"
693,KwaZulu Natal - eThekwini,1,0,Durban,St Mary’s Hospital - Mariannhill,KZN - Durban Central,"-29.848824,30.824899",Abbot Francois road,Abbot francois road,31-Oct-13,31-Oct-13,1,4,Labour related,Peaceful,0,5,"About 300 employees, including nurses, picketed at the gate of the hospital, west of Durban, demanding the increase.",59500015,733,1021,1924,319,5316,12929,8748,3035,39343,54,5264,3032,1089,1338,8859,10553,11891,10802,31930,653,118,1768,2506,1190,151,39343,54,222,751,"6
(-29.848824, 30.824898)"
673,Gauteng - City of Johannesburg,1,0,Johannesburg,Jabulani - Soweto,GP - Jabulani,"-26.248429,27.853773",Bolani Road,Koma Street,1-Nov-13,1-Nov-13,0,9,Service delivery,Violent,1,5,"Residents protested on Friday, demanding that speed humps be erected on roads, as cars were driving at high speed in the area.",79800046,27,9,54,88,19,28180,19,14,28542,0,132,178,65,86,8292,8384,8470,8405,28052,25,1,142,191,69,13,28542,0,14,35,"3
(-26.248429, 27.853773)"
679,Gauteng - City of Johannesburg,1,0,Johannesburg,Mary Fitzgerald Square,GP - Johannesburg Central,"-26.202462,28.031438",Bree Street,Simmonds Street,1-Nov-13,1-Nov-13,0,6,Transport related,Peaceful,0,5,EFF members march against e-tolls,79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.202462, 28.031438)"
16,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.742568,28.174363",Struben street,N1 Highway through R21,2-Nov-13,2-Nov-13,1,6,Transport related,Peaceful,0,1,"Congress of South African Trade Unions (Cosatu) in Gauteng had this morning resume its campaign of mass action against e-tolls. 
Cosatu shut down major roads in Pretoria and Johannesburg to voice its opposition to the launch of the e-tolling system.",79900058,184,39,75,201,5,31899,650,28,33662,345,236,1322,123,564,8786,9544,10108,9985,32636,11,8,78,372,111,8,33662,345,21,72,"3
(-25.742567, 28.174363)"
643,Gauteng - City of Johannesburg,1,0,Johannesburg,Northam Platinum Head office - Dunkeld West.,GP - Sandton,"-26.134153,28.034748",Hume Road,Northumberland Road,3-Nov-13,25-Nov-13,1,4,Labour related,Peaceful,0,3,"The NUM is demanding an increase of up to 40 percent for members while the mine is offering between 8 and 9 percent, above the inflation rate of 5.5 percent from earlier this year.",79800090,36,15,45,321,0,22248,9,9,22866,0,183,1591,91,1673,9213,9131,10804,10713,22186,0,5,33,402,142,4,22866,0,16,78,"3
(-26.134153, 28.034748)"
672,Eastern Cape - Buffalo City,0,0,East London,Nomphumelelo township,EC - East London,"-32.743753,27.486499",1Mlawu Road,1Mlawu Road,3-Nov-13,3-Nov-13,0,7,Vigilantism,Violent,1,5,A matric pupil has been beaten to death by a group of people who believed he was involved with the disappearance of children,21204008,177,0,360,7,14,57,2692,3012,6358,0,39,1449,259,538,258,1169,1707,1448,6121,0,0,21,64,8,98,6356,0,37,7,"1
(-32.743752, 27.486498)"
676,Gauteng - West Rand,0,0,Johannesburg,Khutsong,GP - Khutsong,"-26.332134,27.313982",Nxumalo Road,Nxumalo Road,3-Nov-13,3-Nov-13,0,7,Vigilantism,Violent,1,5,"Five alleged criminals, including a witch doctor, were killed by an enraged mob in a township. Police said in a statement that about 400 men had gathered in an open field to air their grievances about gangsters.",74804006,13,0,8,1,0,5563,172,16,5784,4,7,319,110,123,1359,1555,1678,1568,5741,0,5,9,9,0,0,5784,4,16,0,"3
(-26.332134, 27.313981)"
677,Gauteng - City of Johannesburg,1,0,Johannesburg,Freedom Park,GP - Eldorado Park,"-26.28926,27.895396",Ascot Road,Turf Ave,3-Nov-13,3-Nov-13,0,3,Election related,Violent,1,5,"ANC and the Economic Freedom Fighters (EFF) clashed in Freedom Park, south of Joburg. It began when the EFF and the ANC supporters ran into each other unexpectedly while campaigning in Freedom Park on Sunday morning, with a violent confrontation ensuing.",79800017,525,2820,890,69,5811,27015,379,68,37759,0,182,2008,1921,1960,6462,6510,8470,6549,37359,21,6,12,198,49,2,37758,0,40,71,"3
(-26.289259, 27.895396)"
608,Gauteng - City of Tshwane,1,1,Pretoria West,Pretoria West,GP - Pretoria West,"-25.812834,28.093279",Erasmia,Don't know,5-Nov-13,5-Nov-13,0,3,Election related,Violent,1,5,"Rubber bullets were fired at protesters outside Erasmia, Pretoria. The service delivery protest was held by residents of the Mooiplaas informal settlement, west of Pretoria. The party's Gauteng spokesperson Patrick Sindane said the residents had applied and received permission to march, but were later told that the march had been cancelled. Mahamba said it was cancelled because no one from the presidency was available to receive the residents' memorandum. The march was then moved to Thursday, when the memorandum could be received. ""The community members were given adequate notice that the march was moved, as we contacted them from last Friday,"" he said. Mahamba said that despite several attempts to notify the group of the postponement, they still went ahead with their march and arranged for buses to take them to the Union Buildings. ""The march was illegal,"" Mahamba said.",79900061,1483,134,275,264,125,28326,11636,124,42758,24,367,8762,7984,8558,6266,6470,15028,7044,33278,52,333,7915,552,420,23,42758,24,62,99,"3
(-25.812834, 28.093279)"
662,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Despatch, Motherwell, Struandale, Gail Road and Harrower Road depots",EC - Motherwell,"-33.797979,25.585857",Tynira Street,Tyinira street,5-Nov-13,7-Nov-13,0,4,Labour related,Peaceful,0,5,Nelson Mandela Bay municipal waste truck drivers were striking for wages “and other labour issues”.,29300057,56,2024,41,23,25,14272,18,16,16583,0,108,2863,775,830,1655,3688,4518,3743,15874,0,7,55,536,31,59,16584,0,17,5,"1
(-33.797978, 25.585857)"
663,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Uitenhage,EC - Uitenhage,"-33.768285,25.389336",Cuyler Street,Mitchell Street,5-Nov-13,7-Nov-13,0,4,Labour related,Peaceful,0,5,Nelson Mandela Bay municipal waste truck drivers were striking for wages “and other labour issues”.,29300048,620,1374,22,70,8,13936,27,15,16200,16,112,1156,621,760,2989,3385,4145,3524,14997,0,614,307,184,26,4,16199,16,16,35,"1
(-33.768284, 25.389336)"
670,Gauteng - City of Tshwane,1,0,Pretoria,Union Building,GP - Sunnyside,"-25.74483,28.210838",Stanza Bopape street,Madiba Street,5-Nov-13,5-Nov-13,0,9,Service delivery,Violent,1,5,"Four of EFF members were arrested while others were shot and injured by rubber bullets and are in hospital, ""The protesters were Mooiplaas community members and police did not react to certain political parties, but to protesters as a whole,"" Police said. service deliver protests.",79900092,186,12,225,117,5,28152,2,41,30439,1333,366,754,91,505,11751,12000,12505,12414,27703,4,10,104,1105,96,0,30438,1333,14,69,"3
(-25.74483, 28.210837)"
609,Gauteng - City of Tshwane,1,1,Pretoria West,Pretoria Union Building,GP - Pretoria Central,"-25.740133,28.211998",Union Buildings,Government Ave,7-Nov-13,7-Nov-13,0,3,Election related,Violent,1,5,"The Economic Freedom Fighters (EFF) was accused of hijacking a march to the Union Buildings by residents of the Mooiplaas settlement, west of Pretoria. The residents were presenting service delivery demands to the presidency. When community leaders were called to hand over the memorandum, EFF members complained about being left out. They pushed each other, and shouted insults at the police. ""You are allowing in whites. This is not a white man's march,"" one of them shouted when the police unlocked a gate to let in a journalist. The EFF protesters, most of them wearing the party's red T-shirts and berets, arrived at the Union Buildings singing songs in praise of their leader Julius Malema.",79900092,186,12,225,117,5,28152,2,41,30439,1333,366,754,91,505,11751,12000,12505,12414,27703,4,10,104,1105,96,0,30438,1333,14,69,"3
(-25.740133, 28.211998)"
655,Western Cape - Cape Winelands,0,0,Stellenbosch,Le Roux Group farms - Boland,WC - Stellenbosch,"-33.941722,18.829609",Adam Tas,Adam Tas,7-Nov-13,9-Nov-13,1,4,Labour related,Peaceful,0,3,Bawusa’s chief complaint is that the Le Roux Group increased deductions on the wages of farmworkers to mitigate against the impact of a higher minimum wage.,10204011,264,93,38,4,29,5933,52,47,6543,7,76,393,33,155,1799,2037,2192,2159,4444,36,327,46,53,1601,31,6545,7,0,0,"9
(-33.941721, 18.829609)"
656,Western Cape - Cape Winelands,0,0,Stellenbosch,Sandrivier,WC - Wellington,"-33.432158,19.646789",Don't know,Don't know,7-Nov-13,9-Nov-13,1,4,Labour related,Violent,1,3,Bawusa’s chief complaint is that the Le Roux Group increased deductions on the wages of farmworkers to mitigate against the impact of a higher minimum wage.,10205004,129,334,102,27,15,9209,31,9,9980,1,123,928,113,174,1349,2103,2277,2164,5571,204,1596,768,114,1598,37,9980,1,64,27,"9
(-33.432158, 19.646788)"
665,Western Cape - Drakenstein,0,0,Paarl,Mooikelder farm - Paarl,WC - Paarl,"-33.701778,18.96598",Main street,Main street,7-Nov-13,9-Nov-13,0,4,Labour related,Peaceful,0,3,"Farm workers strikes because employer had increased transport, rent and electricity wage deductions to undercut the new minimum wage.",10203017,194,137,31,294,0,7559,38,56,9630,12,1309,600,89,299,1665,1966,2265,2176,6400,189,105,71,315,2481,9,9630,12,40,8,"9
(-33.701777, 18.965979)"
666,Western Cape - Bergrivier,0,0,Piketberg,Broodkraal farm - Piketberg,WC - Piketberg,"-32.899759,18.766632",Petunia Street,Petunia Street,7-Nov-13,9-Nov-13,0,4,Labour related,Peaceful,0,3,"Farm workers strikes because employer had increased transport, rent and electricity wage deductions to undercut the new minimum wage.",10103004,58,161,85,27,1,8209,0,19,9460,0,900,118,49,67,1857,1908,1975,1926,9282,0,58,8,83,30,0,9461,0,0,0,"9
(-32.899759, 18.766632)"
667,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain,WC - Mitchells Plain,"-34.048748,18.620189",3rd Ave,Alpha Street,7-Nov-13,7-Nov-13,0,9,Service delivery,Violent,1,5,About 60 residents gathered at the Mitchells Plain Town Centre library to air their dissatisfaction with the city. They carried copies of their latest water and housing bills and placards which read “Bury the DA”. Residents burnt their water and rent bills on Thursday and buried them under a tombstone with the words “RIP Council Arrears” inscribed on it.,19100079,784,505,378,186,0,33068,4,14,35411,13,459,1007,62,316,6311,7002,7318,7256,34705,5,3,150,486,5,0,35411,13,22,22,"9
(-34.048748, 18.620189)"
668,Gauteng - City of Johannesburg,1,0,Johannesburg,Marshalltown - Johannesburg,GP - Jeppe,"-26.206012,28.039834","30 Simmonds Street,",Commissioner Street,7-Nov-13,7-Nov-13,0,4,Labour related,Peaceful,0,5,"Gauteng nurses marched on Thursday. Tired of working in unsafe hospitals and clinics around the province, tired of going months without pay, tired of working with few or no resources, the close to 200 nurses marched from Cosatu House in Braamfontein to Gauteng Premier Nomvula Mokonyane’s offices to deliver their memorandum of grievances.",79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.206012, 28.039833)"
669,Gauteng - City of Tshwane,1,0,Pretoria,"Mooiplaats, Union Buildings - Pretoria",GP - Pretoria Central,"-25.74483,28.210838",Stanza Bopape street,Madiba Street,7-Nov-13,7-Nov-13,0,9,Service delivery,Violent,1,5,"Mooiplaats community march to Union Buildings The residents’ demands include the provision of water, electricity and a school.",79900092,186,12,225,117,5,28152,2,41,30439,1333,366,754,91,505,11751,12000,12505,12414,27703,4,10,104,1105,96,0,30438,1333,14,69,"3
(-25.74483, 28.210837)"
601,Eastern Cape - Senqu,0,0,Sterkspruit,Sterkspruit,EC - Sterkspruit,"-30.524783,27.364748",polling stations,Don't know,9-Nov-13,10-Nov-13,0,3,Election related,Violent,1,5,"sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. an angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election. Moepya said 99.7% of 22 263 voting stations had been operating normally across South Africa as at 3pm on Saturday. He said all voter registration centres which had been closed would be re-opened as soon as possible.",21402010,1795,16,166,48,880,959,4094,609,9054,9,478,2204,1268,1455,514,1263,2718,1450,7644,75,155,616,274,56,91,9052,9,106,26,"1
(-30.524782, 27.364747)"
615,Northern Cape - John Taolo Gaetsewe,0,0,Kuruman,Kuruman,NC - Kuruman,"-27.46289,23.433096","Dithakong Tribal Office, Omang Primary School and Lehuro Primary School",R31,9-Nov-13,9-Nov-13,0,3,Election related,Violent,1,5,"Lieutenant Colonel Donald Mdhluli said the Independent Electoral Commission (IEC) banners mounted at Dithakong Tribal Office, Omang Primary School and Lehuro Primary School were set alight amid the voter registration processes in those buildings. ""The three IEC voters registration points were then closed down as a result,"" said Mdhluli. ""The value of the IEC [banners] is estimated at about R50 000.""",34502001,29,0,10,60,8,5682,7,1,6121,99,225,159,32,139,1508,1528,1667,1635,5438,14,4,14,97,444,1,6120,99,6,3,"4
(-27.46289, 23.433096)"
616,Northern Cape - Joe Morolong,0,0,Joe Morolong Municipality,Joe Morolong Municipality,NC - Kuruman,"-27.46091,23.434325",poll voting stations,Adington Road,9-Nov-13,10-Nov-13,0,3,Election related,Violent,1,5,Election registration stopped after a community protest which resulted with a person coming into one of the poling stations and confiscating material then burning it.,34502001,29,0,10,60,8,5682,7,1,6121,99,225,159,32,139,1508,1528,1667,1635,5438,14,4,14,97,444,1,6120,99,6,3,"4
(-27.46091, 23.434325)"
617,Western CApe - City of Cape Town,1,1,Lansdowne Road,Lansdowne Road,WC - Cape Town Central,"-34.002154,18.560001",poll voting stations,Lansdowne Road,9-Nov-13,10-Nov-13,0,3,Election related,Violent,1,5,"sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. an angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election. Moepya said 99.7% of 22 263 voting stations had been operating normally across South Africa as at 3pm on Saturday. He said all voter registration centres which had been closed would be re-opened as soon as possible.",19100042,75,3889,115,141,69,22493,12,5,28084,0,1285,4555,329,764,4634,8425,9189,8860,27753,24,1,37,230,13,1,28083,0,4,20,"9
(-34.002154, 18.560001)"
619,Limpopo - Thulamela,0,1,Malamulele,Malamulele,LP - Malamulele,"-23.012124,30.716225",poll voting stations,R524,9-Nov-13,10-Nov-13,0,3,Election related,Peaceful,0,5,"Sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. An angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election.",93403013,1672,48,179,69,26,10184,4390,1016,17666,0,82,1340,576,1259,2848,2929,4188,3612,15632,29,31,639,1078,167,1,17664,0,4,83,"8
(-23.012124, 30.716225)"
664,Limpopo - Polokwane,0,0,Polokwane,Seshego,LP - Seshego,"-23.849575,29.383099",OR Tambo Drive,38 Ave,9-Nov-13,9-Nov-13,0,3,Election related,Peaceful,0,5,A showdown between handful of EFF supporters were seen chanting and singing in front of the Malema house and ANC members led by ANC Dep Cyril Ramaphosa.,93504017,97,101,10,33,25,14619,1007,160,16094,0,42,1020,590,638,3824,4206,4844,4254,15760,2,7,15,255,25,0,16093,0,7,22,"8
(-23.849575, 29.383099)"
657,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Langa, Uitenhage",EC - Uitenhage,"-33.739218,25.39524",Cakhatha Street,Bhucu Street,11-Nov-13,15-Nov-13,1,9,Service delivery,Violent,1,3,"Nine more people were arrested on Friday during a protests in Langa, Uitenhage, Eastern Cape police said, protests erupted due to lack of housing. A municipal health and wellness office, an African National Congress councillor's house, and a Democratic Alliance office were set alight. Several shops were looted.",29300050,175,832,182,106,14,23170,35,10,25144,0,620,3126,494,766,3229,5589,6355,5861,24692,7,8,27,298,16,0,25143,0,2,93,"1
(-33.739218, 25.39524)"
653,Mpumalanga - Emalahleni,0,0,Witbank,Witbank CBD,MP - Witbank,"-25.877025,29.246757",Mandela Dr,Linden st,12-Nov-13,12-Nov-13,0,1,Crime related,Violent,1,3,Chaos erupted in the Central Business District as police and local taxi commuters clashed. It seems that the shooting was fuelled by a road rage incident that happened earlier.,83102024,30,6,24,106,2,10320,20,10,10766,182,66,580,14,194,2168,2554,2748,2734,10276,8,13,10,187,12,2,10765,182,20,55,"7
(-25.877025, 29.246756)"
658,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Kwalanga, Rosedale",EC - Uitenhage,"-33.743219,25.378951",Duiker Crescent,24th Ave,12-Nov-13,12-Nov-13,-1,9,Service delivery,Violent,1,3,The protest started on Wednesday after the municipality demolished illegally built houses. Housing and service delivery violent protest,29300050,175,832,182,106,14,23170,35,10,25144,0,620,3126,494,766,3229,5589,6355,5861,24692,7,8,27,298,16,0,25143,0,2,93,"1
(-33.743219, 25.378951)"
660,KwaZulu Natal - eThekwini,1,0,Durban,Durban - City Hall,KZN - Durban Central,"-29.857599,31.025731",Dr Pixley Kaseme St,Monty Naicker Rd,12-Nov-13,12-Nov-13,1,6,Transport related,Peaceful,0,3,About 2000 members of the Congress of SA Trade Unions marched through Durban to protest against e-tolls.,59500028,405,9,17,182,249,20692,6,21,23171,0,1590,881,97,439,7860,8302,8741,8644,22291,8,149,78,487,24,20,23170,0,43,70,"6
(-29.857599, 31.025731)"
671,Gauteng - Ekurhuleni,1,0,Germiston,Mbhoro Church,GP - Germiston,"-26.218056,28.166185",N3,R24,12-Nov-13,12-Nov-13,0,4,Labour related,Peaceful,0,5,COSATU in Gauteng embarked on drive slow procession to protest against labour borker and e-toll.,79700093,321,8226,1229,85,1368,10265,1570,137,23827,15,611,8491,8118,8213,2986,3264,11477,3359,21473,47,324,23,911,96,36,23825,15,51,849,"3
(-26.218056, 28.166184)"
659,North West - Mafikeng,0,0,Mahikeng,Setlagole,NW - Mmabatho,"-26.282949,25.111285",R376,N18,13-Nov-13,13-Nov-13,0,7,Vigilantism,Violent,1,3,"Three houses and two taverns have been set alight by angry residents, the structures belonged to people accused of kidnapping a seven-year-old boy on November 1. Community members were angry that none of the suspects were arrested.",63801013,1984,23,439,55,17,300,4293,3180,10514,0,223,1680,563,1144,949,1485,2629,2066,3172,29,49,1088,488,5289,102,10514,0,30,267,"5
(-26.282948, 25.111284)"
652,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",110 Jorissen Street,Simmonds St,14-Nov-13,14-Nov-13,0,3,Election related,Peaceful,0,5,"Members of Cosatu (Congress of SA Trade Unions) gathered at their headquarters before embarking on a march in Braamfontein, Johannesburg to protest against e-tolling and labour brokers.",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.19246, 28.038588)"
654,Gauteng - Ekurhuleni,1,0,Boksburg,Boksburg,GP - Boksburg,"-26.22455,28.252702",Tichardt Street,Adderley Street,14-Nov-13,14-Nov-13,0,1,Crime related,Peaceful,0,5,"About 60 angry residents of Slovo informal settlement marched to the Boksburg Magistrates Court, on November 14, demanding that a suspect accused of rape should not be granted bail.",79700032,107,108,30,220,41,23020,17,53,24276,592,88,1761,232,591,6178,7348,7939,7707,22886,20,16,206,438,36,0,24277,592,47,36,"3
(-26.22455, 28.252701)"
661,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",110 Jorissen Street,Simmonds St,14-Nov-13,14-Nov-13,1,4,Labour related,Peaceful,0,3,"Cosatu Gauteng march to deliver memorandums to the labour department, the provincial transport department, the office of the MEC for transport, the Gauteng legislature and the Gauteng premier as well as SA Chamber of Mines, the Johannesburg central police station, the office of the Auditor General, and the Hawks. . They raised a number of issues from labour brokers, they want a probe on the cost of the construction of the roads and the 2010 World Cup stadiums which they believe was inflated",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.19246, 28.038588)"
649,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha - Eerste River,WC - Khayelitsha,"-34.000429,18.729025",Van Riebeeck Road,Van Riebeeck Road,16-Nov-13,17-Nov-13,-1,9,Service delivery,Violent,1,5,"Angry Khayelitsha residents forced their way into vacant houses belonging to Our Pride Housing Project in Eerste River. According to the government, the problem was a misunderstanding between “free houses” and subsidised gap market units.",19100014,378,1366,442,242,2405,36877,68,64,43290,9,1439,2704,196,674,9403,11433,12107,11911,42322,47,25,68,486,201,19,43288,9,45,66,"9
(-34.000428, 18.729025)"
650,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain - Rocklands Civic Centre,WC - Mitchells Plain,"-34.049806,18.621359",67 Koornhoop Way,7th Ave,17-Nov-13,17-Nov-13,-1,3,Election related,Peaceful,0,5,"ANC march from the Rocklands Civic Centre to the Mitchells Plain town centre. Ehrenreich accused the DA-controlled provincial government of neglecting areas such as Mitchells Plain, Khayelitsha, Manenberg and Langa, and “maintaining the privileges of apartheid” in areas such as Constantia, Milnerton and Bloubergstrand.",19100079,784,505,378,186,0,33068,4,14,35411,13,459,1007,62,316,6311,7002,7318,7256,34705,5,3,150,486,5,0,35411,13,22,22,"9
(-34.049805, 18.621359)"
646,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza,GP - Tokoza,"-26.354574,28.132196",Khumalo Street,Khumalo street,18-Nov-13,19-Nov-13,0,8,Xenophobia,Violent,1,3,"Residents went on the rampage, breaking into foreign-owned shops and emptying them. This was after the owners fled the area at the first sign of violence on Monday during a protest over illegal electricity connections.",79700056,7,288,10,77,593,22548,141,269,24148,0,215,1317,825,861,6207,6663,7524,6699,23849,0,9,21,116,66,10,24149,0,22,56,"3
(-26.354574, 28.132196)"
648,KwaZulu Natal - eThekwini,1,0,Durban,Cator Manor - River View,KZN - Cato Manor,"-29.857426,30.978188",Mary Thipe Street,Thula Crest Drive,18-Nov-13,19-Nov-13,-1,9,Service delivery,Violent,1,5,"Illegal residents who had occupied flats in the River View development in Cato Manor, resist police and security guards. The conflict stemmed from a rent dispute between 232 residents and Sohco Property Developers.",59500101,155,2037,1148,59,2373,15071,3999,296,25459,0,321,5521,4346,4689,4415,5247,9936,5590,23154,41,22,1125,344,630,31,25459,0,36,76,"6
(-29.857426, 30.978187)"
651,KwaZulu Natal - eThekwini,1,0,Durban,River View,KZN - Durban Central,"-29.857433,30.978151",Mary Thipe Street,75 Mary Thipe Street,18-Nov-13,18-Nov-13,-1,9,Service delivery,Violent,1,5,Two protesters were injured as dozens of residents at River View low cost flats tried to resist eviction on Monday morning after more than two years of litigation after the housing estate had been “hijacked”.,59500101,155,2037,1148,59,2373,15071,3999,296,25459,0,321,5521,4346,4689,4415,5247,9936,5590,23154,41,22,1125,344,630,31,25459,0,36,76,"6
(-29.857433, 30.978151)"
681,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza - Imbeliseni informal settlement,GP - Tokoza,"-26.355574,28.132539",Khumalo Street,yende street,18-Nov-13,18-Nov-13,0,9,Service delivery,Violent,1,5,Residents started to protest after the Red Ants and police went to Imbeliseni informal settlement looking for illegal electricity connections,79700056,7,288,10,77,593,22548,141,269,24148,0,215,1317,825,861,6207,6663,7524,6699,23849,0,9,21,116,66,10,24149,0,22,56,"3
(-26.355574, 28.132539)"
