,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
605,Mediclinic Newcastle Day Hospital,29.931891,-27.7672,Private Hospital,KwaZuluNatal,Amajuba District Municipality,Newcastle Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/newcastle-day-clinic/home.html,ZA-KZN,
606,Mediclinic Newcastle Hospital,29.931392,-27.7685,Private Hospital,KwaZuluNatal,Amajuba District Municipality,Newcastle Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,138.0,,36.0,,,,5.0,,,,https://www.mediclinic.co.za/en/newcastle/home.html,ZA-KZN,
607,Ahmed Al-Kadi Private Hospital,30.978631,-29.844,Private Hospital,KwaZuluNatal,Amajuba District Municipality,Newcastle Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.ahmedalkadi.com/,ZA-KZN,
608,Akeso Umhlanga Hospital,31.068422,-29.7129,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.akeso.co.za/clinic/akeso-umhlanga,ZA-KZN,
609,Alliance Care Umhlanga Hospital,31.021882,-29.7547,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.alliancecare.co.za/,ZA-KZN,
610,Bluff Centre Hospital,31.020005,-29.9086,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.netcare.co.za/Our-centres/Medicross-Bluff,ZA-KZN,
611,Broadwalk Med Centre,31.018172,-29.8602,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
612,Broad Road Surgical clinic,18.47455,-34.00422,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,NO,Relevant Private Facility services – visit their website for more details,,27.0,,27.0,,,,4.0,,,,,ZA-WC,
613,Busamed Gateway Hospital,31.072501,-29.7226,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.busamed.co.za/gateway/,ZA-KZN,
614,Busamed Hillcrest Private Hospital,30.74085,-29.7899,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.busamed.co.za/hillcrest/,ZA-KZN,
615,Capital Oncology and General Hospital,30.98583,-29.8517,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.capitalhospital.co.za/contact-us/,ZA-KZN,
616,Chatsworth Cheshire Rehab Centre,30.883578,-29.920404,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://cheshiresub-acute.co.za/,ZA-KZN,
617,City Hospital,31.014692,-29.8512,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.jmh.co.za/contact-us/,ZA-KZN,
618,DBN Eye Hospital,30.997621,-29.836,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://durbaneye.co.za/about/durban-eye-hospital/,ZA-KZN,
619,Durban Oncology Centre,30.985862,-29.8515,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://oncocare.co.za/,ZA-KZN,
620,Fountain Med Centre,30.857739,-30.0964,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.fountainmed.co.za/,ZA-KZN,
621,Highway Sub-Acute and Rehab Hospital,30.761818,-29.772746,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.medicross.co.za/Sub-acute-rehab,ZA-KZN,
622,Humana Health Care Hospital,30.59514,-29.50099,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
623,IMA Hospital,30.90004,-29.9943,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://ima-sa.co.za/ima-hospital/,ZA-KZN,
624,JMH Ascot Park Hospital,31.018237,-29.8485,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,74.0,,20.0,,,,2.0,,,,https://www.jmh.co.za/ascot-park-hospital/,ZA-KZN,
625,JMH City Hospital,31.014662,-29.8513,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,158.0,,40.0,,,,7.0,,,,https://www.jmh.co.za/contact-us/,ZA-KZN,
626,JMH Durdoc Hospital,31.017216,-29.8605,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,50.0,,12.0,,,,4.0,,,,https://www.jmh.co.za/durdoc-hospital/,ZA-KZN,
627,JMH Isipingo Hospital,30.926839,-29.9863,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,168.0,,20.0,,,,4.0,,,,https://www.jmh.co.za/isipingo-hospital/,ZA-KZN,
628,KwaZulu-Natal Child Hospital,31.042836,-29.8666,Specialised Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,https://kznchildrenshospital.org/,ZA-KZN,
629,Kynoch Hospital,30.90682,-30.0184,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
630,Life Chatsmed Garden Hospital,30.906225,-29.9095,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,177.0,,54.0,,,,7.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/durban/life-chatsmed-garden-hospital/,ZA-KZN,
631,Life Entabeni Hospital,30.987428,-29.8555,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,286.0,,126.0,,,,13.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/durban/life-entabeni-hospital/,ZA-KZN,
632,Life Mt Edgecombe Hospital,31.035649,-29.7157,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,173.0,,52.0,,,,4.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/durban/life-mount-edgecombe-hospital/,ZA-KZN,
633,Life The Crompton Hospital,30.865212,-29.8112,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,163.0,,30.0,,,,4.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/durban/life-the-crompton-hospital/,ZA-KZN,
634,Life Westville Hospital,30.932113,-29.8509,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,270.0,,85.0,,,,11.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/durban/life-westville-hospital/,ZA-KZN,
635,Malvern Centre Hospital,30.920624,-29.8814,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.netcare.co.za/Our-centres/Medicross-Malvern,ZA-KZN,
636,Mediclinic Victoria Hospital,31.118208,-29.5733,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,120.0,,25.0,,,,4.0,,,,https://www.mediclinic.co.za/en/victoria/home.html,ZA-KZN,
637,Medicross Procare Sub-Acute Hospital,30.913635,-30.0243,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
638,Netcare Kingsway Hospital,30.903978,-30.0328,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,180.0,,52.0,,,,6.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Kingsway-Hospital,ZA-KZN,
639,Netcare Parklands Hospital,30.998478,-29.834,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,212.0,,43.0,,,,8.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Parklands-Hospital,ZA-KZN,
640,Netcare St Augustine's Hospital,30.990445,-29.8564,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,418.0,,185.0,,,,15.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-St-Augustines-Hospital,ZA-KZN,
641,Netcare Umhlanga Hospital,31.068697,-29.7275,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,224.0,,82.0,,,,8.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-uMhlanga-Hospital,ZA-KZN,
642,NHN Capital Haemato Hospital,30.985775,-29.8517,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.capitalhospital.co.za/capital-haematology-hospital/,ZA-KZN,
643,NHN Healing Hills Hospital,30.663681,-29.7391,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.healinghills.co.za/admission.html,ZA-KZN,
644,NHN Icare Amanzimtoti Med Centre,30.914036,-30.0186,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.intercare.co.za/facilities/intercare-amanzimtoti,ZA-KZN,
645,NHN Lenmed eThekwini Heart Hospital,30.995682,-29.7774,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,246.0,,71.0,,,,7.0,,,,https://www.lenmed.co.za/hospital/ethekwini-private-hospital-and-heart-centre-lenmed/,ZA-KZN,
646,NHN Lenmed Shifa Hospital,30.984954,-29.8308,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,133.0,,46.0,,,,3.0,,,,https://www.lenmed.co.za/hospital/shifa-private-hospital-lenmed/,ZA-KZN,
647,NHN M-Care Umhlanga Hospital,31.069036,-29.7276,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://nurturehealth.net/umhlanga/,ZA-KZN,
648,Oral and Dental Institute,30.98431,-29.8261,Specialised Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-KZN,
649,Saiccor Hospital,30.79335,-30.2011,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
650,Westridge Day Surg Centre,30.59089,-29.51065,Private Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
651,NHN Riverview Clinic Hospital,29.497375,-29.7946,Private Hospital,KwaZuluNatal,Harry Gwala District Municipality,Dr Nkosazana Dlamini Zuma Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://riverviewmanor.co.za/,ZA-KZN,
652,Netcare Kokstad Private Hospital,29.424315,-30.5521,Private Hospital,KwaZuluNatal,Harry Gwala District Municipality,Greater Kokstad Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,36.0,,15.0,,,,2.0,,,,https://www.netcarehospitals.co.za/Hospital/Kokstad-Private-Hospital,ZA-KZN,
653,KwaDukuza Private Hospital,31.275556,-29.3468,Private Hospital,KwaZuluNatal,iLembe District Municipality,KwaDukuza Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://kwadukuzaprivatehospital.co.za/,ZA-KZN,
654,Netcare Alberlito Hospital,31.201856,-29.5304,Private Hospital,KwaZuluNatal,iLembe District Municipality,eThekwini Metropolitan Municipality Sub,YES,Relevant Private Facility services – visit their website for more details,,119.0,,25.0,,,,3.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Alberlito-Hospital,ZA-KZN,
655,Amatikulu Chronic Home Hospital,31.56957,-29.125,Specialised Hospital,KwaZuluNatal,iLembe District Municipality,Mandeni Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-KZN,
656,JMH Richards Bay Med Institute,32.053267,-28.749132,Private Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.jmh.co.za/richards-bay-medical-institute/,ZA-KZN,
657,Life Empangeni Private Hospital,31.893714,-28.7363,Private Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,174.0,,56.0,,,,5.0,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/empangeni/life-empangeni-private-hospital/,ZA-KZN,
658,Melomed Rich Bay Hospital,31.932124,-28.7698,Private Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.melomed.co.za/melomedrichardsbay.asp,ZA-KZN,
659,Netcare The Bay Hospital,32.052822,-28.7495,Private Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,263.0,,78.0,,,,7.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-The-Bay-Hospital,ZA-KZN,
660,Richards Bay Med Institute Day Hospital,32.053267,-28.749132,Private Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
661,Netcare Margate Hospital,30.358177,-30.8617,Private Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,99.0,,22.0,,,,4.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Margate-Hospital,ZA-KZN,
662,NHN Shelly Beach Day Hospital,30.404661,-30.8017,Private Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,64.0,,0.0,,,,0.0,,,,https://shellybeachhospital.com/about-page/,ZA-KZN,
663,Shelly Beach Private Hospital,30.404119,-30.800845,Private Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://shellybeachhospital.com/about-page/,ZA-KZN,
664,Shelly Beach Sub-Acute Hospital,30.403825,-30.799796,Private Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://shellybeachhospital.com/about-page/,ZA-KZN,
665,Akeso PMB Hospital,30.410599,-29.6046,Private Hospital,KwaZuluNatal,Umgungundlovu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.akeso.co.za/clinic/akeso-pietermaritzburg,ZA-KZN,
666,Eden Gardens Private Hospital,30.358307,-29.640385,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://edengph.co.za/,ZA-KZN,
667,Mediclinic Pietermaritzburg Hospital,30.388683,-29.6086,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/pietermaritzburg/home.html,ZA-KZN,
668,Mildlands Med Centre,30.391519,-29.59265,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://midlandsmedicalcentre.co.za/,ZA-KZN,
669,Netcare St Anne's Hospital,30.384357,-29.6017,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,179.0,,72.0,,,,8.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-St-Annes-Hospital,ZA-KZN,
670,NHN Daymed Private Hospital,30.407526,-29.5626,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,52.0,,20.0,,,,2.0,,,,http://www.daymed.co.za/,ZA-KZN,
671,Pietermaritzburg Eye Hospital,30.389691,-29.612571,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.pmbeyehospital.co.za/,ZA-KZN,
672,Royal Rehab Hospital,30.384522,-29.602896,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://rh.org.za/,ZA-KZN,
673,St Mary's Private Hospital,28.795423,-31.551878,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
674,Wembley House Hospital,30.36702,-29.592781,Private Hospital,KwaZuluNatal,Ugu District Municipality,Msunduzi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.netcare.co.za/Our-centres/Medicross-Wembley-House,ZA-KZN,
675,Life Hilton Private Hospital,30.299325,-29.5395,Private Hospital,KwaZuluNatal,Umgungundlovu District Municipality,uMngeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/kwazulu-natal/pietermaritzburg/life-hilton-private-hospital/,ZA-KZN,
676,Mediclinic Howick Hospital,30.218672,-29.477,Private Hospital,KwaZuluNatal,Ugu District Municipality,uMngeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,26.0,,20.0,,,,2.0,,,,https://www.mediclinic.co.za/en/howick/home.html,ZA-KZN,
677,NHN Oatlands Care Med Centre,30.217638,-29.4784,Private Hospital,KwaZuluNatal,Ugu District Municipality,uMngeni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.oatlandscarecentre.co.za/,ZA-KZN,
678,Oatlands Care Centre,30.217612,-29.477035,Private Hospital,KwaZuluNatal,Ugu District Municipality,uMngeni Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
679,Talana Step Down Hospital,28.074803,-26.155076,Private Hospital,KwaZuluNatal,Umzinyathi District Municipality,Endumeni Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
680,Greytown Private Hospital,30.60663,-29.0607,Private Hospital,KwaZuluNatal,Umzinyathi District Municipality,Umvoti Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.kznhealth.gov.za/greytownhospital.htm,ZA-KZN,
681,Essen Med Centre,29.768812,-28.557,Private Hospital,KwaZuluNatal,Uthukela District Municipality,Alfred Duma Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://essenmedical.co.za/,ZA-KZN,
682,Ladysmith Sub-Acute Hospital,29.7682,-28.557228,Private Hospital,KwaZuluNatal,Uthukela District Municipality,Alfred Duma Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
683,AbaQulusi Private Hospital,30.775736,-27.7717,Private Hospital,KwaZuluNatal,Zululand District Municipality,AbaQulusi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://nhn.co.za/abaqulusi-private-hospital/,ZA-KZN,
684,Longridge Colliery Mine Hospital,30.60844,-27.4872,Military Hospital,KwaZuluNatal,Zululand District Municipality,eDumbe Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-KZN,
685,NHN Nongoma Private Hospital,31.648265,-27.9298,Private Hospital,KwaZuluNatal,Zululand District Municipality,Nongoma Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-KZN,
686,Lebowakgomo Medleb Hospital,29.475437,-24.3026,Private Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-LP,
687,Mediclinic Limpopo Hospital,29.46334,-23.9082,Private Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,247.0,,105.0,,,,8.0,,,,https://www.mediclinic.co.za/en/limpopo/home.html,ZA-LP,
688,Netcare Pholoso Hospital,29.493351,-23.9016,Private Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Pholoso-Hospital,ZA-LP,
689,St Joseph's Hospital,29.453,-23.893,District Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
690,Life Esidimeni Shiluvana Hospital,30.27413,-24.0428,Private Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-LP,
691,Mediclinic Tzaneen Hospital,30.154319,-23.8242,Private Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,129.0,,35.0,,,,3.0,,,,https://www.mediclinic.co.za/en/tzaneen/home.html,ZA-LP,
692,NHN Quality Care Private Hospital,29.913072,-23.0447,Private Hospital,Limpopo,Vhembe District Municipality,Makhado Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-LP,
693,NHN Zoutpansberg Private Hospital,29.897218,-23.0408,Private Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,22.0,,6.0,,,,1.0,,,,https://www.zoutmed.co.za/,ZA-LP,
694,NHN St Vincent's Hospital,28.28067,-24.8811,Private Hospital,Limpopo,Waterberg District Municipality,Bela-Bela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,83.0,,24.0,,,,2.0,,,,,ZA-LP,
695,Mediclinic Lephalale Hospital,27.698139,-23.6864,Private Hospital,Limpopo,Waterberg District Municipality,Lephalale Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/lephalale/home.html,ZA-LP,
696,Anglo Platinum Mine Hospital,27.20111,-25.533977,Military Hospital,Limpopo,Waterberg District Municipality,Mogalakwena Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
697,Mediclinic Thabazimbi Hospital,27.407217,-24.599,Private Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,21.0,,5.0,,,,1.0,,,,https://www.mediclinic.co.za/en/thabazimbi/home.html,ZA-LP,
698,Platinum Health Amandelbult Hospital,27.387811,-25.7602,Private Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.platinumhealth.co.za/service_provider/amandelbult-hospital-2/,ZA-LP,
699,Platinum Health Setaria Mine Hospital,27.405936,-24.7957,Military Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
700,Platinum Health Thabazimbi Med Centre,27.402773,-24.5827,Private Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-LP,
701,Platinum Health Union Mine Hospital,27.153089,-25.9405,Military Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
702,Swartklip Mine Hospital,27.15166,-24.9393,Military Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,https://www.platinumhealth.co.za/service_provider/swartklip-hospital/,ZA-LP,
703,Busamed Lowveld Private Hospital,30.977583,-25.4761,Private Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.busamed.co.za/lowveld/,ZA-MP,
704,Eureka Mediclinic Barberton Hospital,31.051946,-25.7622,Private Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,30.0,,5.0,,,,1.0,,,,,ZA-MP,
