GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
RSUD_26,Governement benefits for persons with substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2520,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_67,Commencement of treatment with opioid agonists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2561,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Outpatient,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_82,Standards of care for health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2576,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_88,Groups and agencies for the prevention of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2582,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_58,Methadone provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_65,Prescription requirements for buprenorphine,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2559,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_64,Prescription requirements for methadone,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2558,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_64,Prescription requirements for methadone,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2558,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_73,Government unit for substance use disorder prevention,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2567,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_78,Screening and brief interventions for substance use and substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2572,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
RSUD_55,Buprenorphine used for detoxification or maintenance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2549,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Detoxification and maintenance,,,,,,
RSUD_56,Buprenorphine/naloxone used for the treatment of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2550,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
SA_0000001712,Community-based interventions/projects involving stakeholders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2365,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,.,,,,,,
SA_0000001715,Counselling to children in families with alcohol problems,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2371,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,.,,,,,,
MH_1,Mental health policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2950,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001746,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4402,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,,,,,,,,,,11.5 [9.5-13.7],11.50000,9.50000,13.70000,,,
SA_0000001748,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI, 2010 ( already in archive)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,2.9 [1.6-4.1],2.90000,1.60000,4.10000,,,
SA_0000001757,"15-19 years old abstainers, lifetime (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/460,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,44.6,44.60000,,,,,
MH_3,Stand-alone law for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2956,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,WB_UMI,Upper-middle-income,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
E15_sponsored_events,Sponsored events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images (see E14b_movies_anti_tob_ads)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E22_subnational_exists,"Subnational bans on tobacco advertising, promotion and sponsorship",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1318,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark (see W21_emissions_quant_A),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E14_prod_tv_films,Appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E6_pt_of_sale,Ban on advertising: Point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E21_vending_machines,Complete ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
EC_direct_compliance,Compliance with bans on direct advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1286,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,9,9.00000,,,,,
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark (see W21_emissions_quant_A),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E21_vending_machines,Complete ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
E15_sponsored_events,Sponsored events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
M_svy_age_adult,Adult survey age range,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,15+,,,,,,
M_def_2_text_youth,Youth indicator 2 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Current cigarette smoking,,,,,,
M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Current smokeless tobacco use,,,,,,
M_def_2_text_adult,Adult indicator 2 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Daily cigarette smoking,,,,,,
M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/345,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,National,,,,,,
M_smkless_survey_title_youth,Name of survey of youth - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4570,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,,,,,,,,,,South African National Youth Risk Behaviour Survey,,,,,,
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
EC_indirect_compliance,Compliance with bans on promotion and sponsorship,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1295,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Not available,,,,,,Data not reported/not available
P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1242,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1242,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1242,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
M_smkless_prev_adult,Adult smokeless tobacco use indicator rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,AFR,,,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,6.5,6.50000,,,,,
SA_0000001751,"Alcohol, average daily intake in grams among drinkers with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4403,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,81 [78-84.1],81.00000,78.00000,84.10000,,,
SA_0000001754,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4404,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,8.2,,,,,,
SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001691,Central coordinating entity for alcohol policy implementation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2312,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001728,Detection of marketing infringements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3782,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
SA_0000001730,Price measures,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3784,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001730,Price measures,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3784,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001730,Price measures,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3784,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,No,,,,,,
SA_0000001731,Level of taxation adjusted for inflation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3785,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
SA_0000001731,Level of taxation adjusted for inflation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3785,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,No,,,,,,
SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001733,"Consumer information about calories, additives, etc on containers",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3787,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,7.6 [4.8-10.5],7.60000,4.80000,10.50000,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,12.8 [11.8-13.7],12.80000,11.80000,13.70000,,,
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,9,9.00000,,,,,
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,6.4,,,,,,
SA_0000001699,Age limits off-premise sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,18,,,,,,
SA_0000001759,"15-19 years old, current drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,19.5 [16.9-21.3],19.50000,,,,,
MH_3,Stand-alone law for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2956,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,Yes,,,,,,
MH_17,Mental hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2955,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.116,0.11575,,,,,
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,21.4 [19.8-23],21.40000,19.80000,23.00000,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,39.8 [28.2-53.8],39.75480,28.15810,53.83850,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,29.2 [19.6-40.4],29.24160,19.62620,40.42150,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,45.8 [33.0-61.0],45.79860,32.98280,61.02530,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,13.9 [7.2-21.5],13.86110,7.20000,21.51410,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,41.0 [27.8-57.1],41.04040,27.82150,57.14110,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,44.3 [31.5-55.8],44.32290,31.45290,55.81840,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,43.8 [31.5-55.9],43.78600,31.48150,55.88060,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,45.0 [32.3-57.1],45.01480,32.33950,57.11130,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,37.9 [27.3-50.9],37.87940,27.26750,50.93370,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,26.5 [18.5-35.3],26.53510,18.51430,35.33270,,,
